Employee_ID,First_Name,Last_Name,Department,Job_Title,Manager,Gender,Date_of_Birth,Date_of_Joining,Employment_Type,Contact_Number,Email,Address,City,Country,Status
EMP1194,Angel,Browning,Finance,Manager,Edward Stafford,Male,1970-02-28,2019-07-27,Full-time,001-356-875-8801,ethomas@gmail.com,"91946 Velez Mission Apt. 153, Andersonmouth, VA 63001",Lake Jacqueline,Mongolia,Inactive
EMP5150,Briana,Hutchinson,Marketing,Analyst,Brittany Barrett,Male,2000-01-29,2019-04-24,Full-time,(404)165-6537x84175,robertrobinson@yahoo.com,"5578 Shepard Dam, Jenningsbury, OH 99247",East John,Singapore,Active
EMP2115,Richard,Frost,HR,Manager,Kevin Huerta,Male,1991-06-18,2013-05-17,Full-time,(654)015-7394x289,kristine29@king.com,"46347 Zimmerman Grove, Mendezville, VA 45314",Vanessamouth,Haiti,Active
EMP5581,Shawn,Brown,Operations,Analyst,Alexandra Taylor,Female,1990-10-12,2010-10-31,Full-time,001-275-887-8178x4227,landrystephen@gmail.com,"5835 Nelson Harbor, Donnahaven, NM 28585",New Charles,Israel,Active
EMP4206,Megan,Lopez,Sales,Executive,Jason Mccann,Female,1983-12-27,2012-07-14,Contract,120-083-0396,travismcmahon@hotmail.com,"766 Cain Rest, Jasonfurt, WY 82444",Lake James,Djibouti,Inactive
EMP3664,Michael,Ramirez,HR,Manager,Katherine Sutton,Female,1989-08-01,2015-03-14,Contract,5996170142,leetracy@gardner-harrison.com,"9091 Bethany Mount Apt. 058, Port Henryfurt, HI 12649",Timothyburgh,Haiti,Active
EMP1236,James,Gonzales,Operations,Coordinator,Kristina Whitehead,Male,1974-07-15,2013-09-09,Part-time,(903)534-6470,joyce41@yahoo.com,"51334 Jones Causeway, Moranstad, KY 53141",Port Jennifershire,Turkey,Inactive
EMP5227,Timothy,Pruitt,Operations,Executive,Rebecca Hernandez,Female,1984-03-27,2021-04-06,Full-time,867.514.8285,fgraves@yahoo.com,"0686 Garcia Ville, Smithborough, FL 18532",Allenbury,Tanzania,Active
EMP9287,Patty,Price,Marketing,Assistant,April Wall,Female,1999-12-31,2015-09-19,Full-time,(992)997-0583,smithdanielle@pena.net,"408 Lee Court Suite 040, Rodriguezborough, TX 33301",East Judith,Moldova,Active
EMP7769,Brittany,Wise,Finance,Assistant,Scott Smith,Male,1978-07-26,2019-08-19,Contract,(901)410-8155,johnny78@gmail.com,"323 Christopher Fords, Port Kevinside, ND 16272",Andersonstad,Greenland,Active
EMP5935,Shannon,Williams,Sales,Assistant,Lynn Ward,Female,1984-11-18,2013-10-27,Contract,269.659.6349x620,oliviajackson@hotmail.com,"0311 Tammy Pine, East Kristychester, TN 65565",Wilsonfurt,Korea,Active
EMP1333,Peter,Taylor,Finance,Analyst,Kayla Lyons,Male,1984-10-18,2019-06-16,Full-time,(127)762-1974x6893,michealclark@yahoo.com,"72272 Lewis Loaf, New Robert, PA 19521",Samuelchester,Mexico,Inactive
EMP5501,Collin,Stephens,Sales,Coordinator,Patrick Clark,Male,1976-08-31,2014-01-14,Part-time,(671)559-3424x42629,mitchellsusan@gmail.com,"5475 Brady Green, Loweside, TN 12428",New Mark,Lebanon,Active
EMP9069,Tonya,Turner,IT,Analyst,Kenneth Baird,Male,1981-03-01,2022-06-08,Part-time,001-277-668-7210,michellelee@garcia.com,"410 Martinez Valley, North Laurenberg, FL 11149",Port Megan,Chad,Inactive
EMP2067,Isaiah,Crawford,Sales,Manager,Natalie Baker,Male,1971-08-21,2011-07-19,Full-time,001-067-237-3997x11878,kylegarcia@hotmail.com,"USNV Hunt, FPO AP 28506",New Amandafort,Tanzania,Inactive
EMP3732,Rebecca,Perez,Operations,Manager,Jessica Smith,Female,1982-01-30,2019-05-02,Full-time,1149151022,garciazachary@gonzales.com,"06995 Christopher Flat, Port Paul, IN 06103",Longfurt,Guinea-Bissau,Active
EMP8433,Julie,Green,IT,Manager,Amanda Ochoa,Female,1983-10-29,2019-11-13,Contract,+1-330-059-2686,patricia35@larson-baxter.com,"1579 Davis Tunnel, West Aaron, LA 89699",East Tiffanyfort,Cuba,Active
EMP7762,Todd,Strickland,Sales,Manager,Felicia Hernandez,Female,1999-12-26,2013-01-24,Full-time,453-241-1085x145,john78@gmail.com,"41358 Megan Green Suite 704, Victormouth, NE 42464",East Jesus,Kyrgyz Republic,Active
EMP6201,Joshua,Ryan,Marketing,Coordinator,Jordan Collins,Female,1991-07-24,2014-05-19,Part-time,697-291-5555x259,duncanbriana@nicholson.net,"5826 Thomas Inlet, West Tanyabury, OH 58859",Jenniferville,American Samoa,Active
EMP8498,Whitney,Fowler,Marketing,Executive,Amanda Morrow,Female,1974-10-10,2015-10-24,Full-time,+1-665-822-8479x61189,bellpatricia@gmail.com,"702 Henson Stream, Meganhaven, UT 20648",Reyesfort,Syrian Arab Republic,Active
EMP8835,Joel,Long,Operations,Executive,Michael Burke,Female,1990-07-17,2016-09-02,Contract,273-539-5282x6657,dunndiane@hotmail.com,"USNS Roach, FPO AE 90455",Kelleyburgh,United Arab Emirates,Inactive
EMP1353,Melissa,Hernandez,HR,Executive,Brandon Perkins,Female,1989-09-19,2016-03-25,Contract,255.015.6316x485,phillipreeves@hotmail.com,"79218 Kim Island Apt. 442, Cannonmouth, TX 99194",Port Keith,Papua New Guinea,Active
EMP8301,Anthony,Barker,Marketing,Assistant,Amy Lopez,Female,1990-01-15,2011-04-07,Part-time,994.841.6659x09039,howardmichael@clarke.com,"981 Megan Terrace, West Dawn, MD 43279",East Trevorburgh,Austria,Active
EMP7736,Robin,Gonzales,Operations,Coordinator,Edwin Morgan,Female,1991-04-22,2010-08-14,Part-time,(104)936-1915,mirandarobertson@warren.com,"672 Clark Harbors Apt. 513, Jessicaland, WY 67980",Nortonmouth,Germany,Inactive
EMP9165,Alexander,Kirk,Sales,Analyst,Morgan Martin,Female,1994-09-26,2018-07-20,Full-time,216.103.2538x53967,josephrodriguez@yahoo.com,"7858 Jeffery Ferry, Morrisonchester, HI 62302",Davidland,Malaysia,Inactive
EMP3997,Eric,Murray,Marketing,Manager,Lisa Duke,Male,1991-05-09,2012-02-09,Full-time,001-140-639-7910x942,bweber@hotmail.com,"Unit 2617 Box 7085, DPO AA 45393",Jessicaborough,Lithuania,Active
EMP8986,Joshua,Wolf,Finance,Executive,Morgan Adams,Female,1993-05-16,2022-10-23,Full-time,001-334-691-1641x347,theresa61@hotmail.com,"010 Glenda Springs Apt. 428, Lake Tammyshire, DE 87696",Lake Elizabeth,Cocos (Keeling) Islands,Active
EMP2914,John,Martinez,Finance,Executive,Mark Davis,Female,1997-12-18,2012-09-29,Contract,263-270-6272x3286,meagan25@hudson.com,"27588 White Cliff, Port Dean, AZ 73595",South Alexview,Guernsey,Active
EMP7770,Linda,Thomas,Sales,Analyst,Ryan Griffin,Female,1996-02-12,2012-11-07,Full-time,+1-147-993-0710x8159,bryan23@hotmail.com,"800 Castro Unions, Thompsonton, IN 70409",Cassandrafort,Dominica,Inactive
EMP7332,Elizabeth,White,Marketing,Assistant,Ryan Owens,Female,1981-07-03,2020-11-15,Full-time,084.596.6603x687,rebeccajackson@hotmail.com,"USS White, FPO AA 22365",South Natalieview,Norway,Inactive
EMP2904,James,Byrd,Finance,Coordinator,Shawn Dougherty,Male,1972-05-11,2010-12-08,Part-time,992-115-9103,martinkelly@gmail.com,"070 Susan Brooks, Port Elizabethfort, WA 57339",South Laura,Bangladesh,Inactive
EMP6661,Frank,Bond,IT,Coordinator,Wesley Williams,Female,1987-02-27,2018-01-22,Part-time,449-855-2221x016,charlesroman@yahoo.com,"799 Ruiz Brook Apt. 900, Traceyton, NJ 88095",Lake Lisa,Zambia,Active
EMP6298,Devin,Warren,Marketing,Analyst,Michelle Johnson,Female,1985-05-30,2017-02-27,Contract,+1-168-052-9791,yglenn@garcia.org,"40498 Rice Via Suite 533, Angelaport, KS 03929",Gonzalezside,Malawi,Active
EMP5046,Charlene,Yang,Finance,Executive,Kim Hughes,Female,1990-10-06,2014-10-03,Part-time,052.645.4475x33292,williambrown@gmail.com,"3825 James Crossroad Suite 373, Nicolefurt, PA 14506",South Patricia,Montserrat,Inactive
EMP7396,Joshua,Miller,Marketing,Coordinator,Christopher Pugh,Male,1986-10-14,2020-05-23,Full-time,001-605-028-1282x7117,stevenray@spears.com,"37523 Jonathan Course Apt. 663, Alvaradoland, FL 73562",Port Jasmineburgh,Cambodia,Active
EMP9609,Brittany,Lopez,Finance,Executive,Kenneth Dyer,Female,1995-05-26,2019-05-08,Full-time,(167)171-4884x7862,mary74@cherry-hall.com,"585 Bryan Dam, Port Stanley, KY 16945",New Barbara,Lebanon,Inactive
EMP7048,Matthew,Bailey,HR,Analyst,Andrew Russell,Female,1977-04-27,2022-09-24,Full-time,+1-543-198-3678,ocooper@brown.info,"1242 Shepherd Lodge Suite 335, New Veronica, NM 83710",North Brandon,Namibia,Inactive
EMP2340,Clinton,Martinez,Marketing,Assistant,Frank Barnes,Female,1972-07-14,2016-02-06,Part-time,001-163-679-5459x4463,fbailey@hotmail.com,"6718 Ford Keys Apt. 063, Powellside, OH 54257",South Valerieport,Dominican Republic,Active
EMP2904,Colleen,Singleton,Finance,Assistant,Chelsea Nunez,Female,1975-03-29,2010-02-16,Part-time,+1-416-070-2420x201,colin49@hooper-reed.biz,"5883 Buck Brooks, East Jesse, MA 32018",Jamesville,French Guiana,Inactive
EMP8293,David,Lane,HR,Analyst,Gregory Foley,Male,1992-08-10,2020-01-21,Part-time,(731)570-0836x79395,michaelblackwell@yahoo.com,"951 Johnson Lakes, Lake Michael, MO 47692",Port Sharonton,Cyprus,Active
EMP9231,Jeremy,Ramirez,IT,Analyst,Charles Elliott,Male,1979-07-30,2020-03-26,Part-time,001-239-235-1417x78185,xreyes@santos-smith.info,"019 Maria Fort, South Paula, ID 84434",Kevinchester,Uganda,Inactive
EMP1226,Tracy,Holland,Operations,Manager,Jeffrey Martinez,Male,1987-02-09,2016-10-25,Full-time,593-858-4041x67750,thomas55@stewart.com,"078 Guerra Path Apt. 705, Paulville, UT 58960",Jenniferport,Burkina Faso,Inactive
EMP5312,Jeffrey,Allison,Operations,Coordinator,Jaime Wise,Male,1989-01-30,2022-04-15,Part-time,956.855.3971x7381,flowersjennifer@waters.net,"057 Jacob Center Apt. 341, West Kathleen, NY 50022",Davidhaven,Angola,Inactive
EMP1837,Stephanie,Wright,Finance,Coordinator,Clayton Meyer,Female,1978-06-01,2019-06-09,Full-time,791-872-5468x77313,vcox@smith.com,"35391 Mullins Causeway, Mooreton, PA 73688",Charlestown,Japan,Inactive
EMP8372,Sarah,Andersen,IT,Manager,Anthony Garcia,Male,1981-08-24,2018-01-14,Part-time,001-996-139-4457x0528,dennisdouglas@yahoo.com,"59158 Ponce Point Apt. 599, Fisherstad, IL 03847",North Douglasborough,Somalia,Active
EMP7810,Richard,Mason,Marketing,Analyst,Susan Murphy,Male,1976-10-28,2022-03-19,Full-time,317.957.7466x4417,allenbrent@rodriguez-miller.com,"861 Roth Oval, Sarahshire, NY 79761",South Catherineburgh,South Africa,Inactive
EMP3274,James,Navarro,IT,Manager,Richard Watson,Male,1983-08-14,2014-11-01,Contract,773-063-1846,millsadam@howard-warren.com,"565 Eric Pass, Cummingsfurt, WA 79994",Griffinmouth,Guadeloupe,Inactive
EMP4539,Cynthia,Ford,HR,Manager,Charles Johnson,Male,1987-03-29,2012-07-30,Part-time,325-281-0644x3279,taylorterry@bright-cunningham.com,"0814 Ruth Viaduct, Lake Aprilland, NE 43914",Suzannefort,Hong Kong,Inactive
EMP2584,William,Brown,Operations,Assistant,Tracy Jacobson,Female,1979-06-02,2014-07-22,Full-time,001-203-890-5428,timothy71@mullen-drake.com,"26441 Jimmy Motorway Suite 535, Reyesmouth, IN 43159",New Tiffanyhaven,Lithuania,Active
EMP4268,Sabrina,Strickland,Operations,Manager,Cynthia Lamb,Male,1996-03-09,2013-03-16,Part-time,7931817702,jeremy02@flores.org,"0323 Christopher Via, North Amanda, NY 41464",Hamiltonton,Western Sahara,Active
EMP1913,Michael,Nelson,Finance,Coordinator,Jeffrey Ritter,Male,1998-02-16,2014-11-27,Full-time,(913)109-3433,cherylparsons@yahoo.com,"44994 Michael Plains, New Richard, FL 07873",Carrollport,Vanuatu,Active
EMP9270,Jamie,Johnson,Marketing,Analyst,Nicholas Sparks II,Female,1982-09-09,2011-07-27,Full-time,(049)602-9588x574,joshuathompson@gmail.com,"7457 Yvonne Springs, Port Crystaltown, CT 40940",New Paula,Malawi,Active
EMP9330,Billy,Calhoun,Marketing,Coordinator,Erika Tucker,Female,1978-09-25,2016-01-22,Contract,599-656-0015x0411,fmartin@chavez.org,"1410 Jessica Pines Suite 552, Port Alexander, SC 55617",West Courtneymouth,Israel,Active
EMP4211,Chase,Smith,Marketing,Executive,Andrew Vincent,Female,1976-11-19,2015-09-12,Contract,036-465-4150x124,jasonhughes@harmon.com,"07793 Hudson Forks, East Melissahaven, MT 71201",East Johnny,Turkey,Active
EMP3579,Mark,Ward,Marketing,Executive,Marilyn Yang,Male,1975-07-23,2016-07-28,Contract,(334)189-6079x07193,tsanchez@yahoo.com,"6975 Peterson Landing, Petersonhaven, VA 55568",East Michael,Guinea-Bissau,Active
EMP5191,Jacob,Howard,IT,Manager,Elizabeth Stevens,Female,1970-03-30,2014-05-19,Contract,+1-111-355-1639x871,watsonerin@carter-buck.com,"15120 Jessica Manors Suite 415, East Daniel, NJ 72994",Davenportfurt,Sri Lanka,Inactive
EMP7958,Jennifer,Petersen,Sales,Executive,James Carroll,Male,1982-06-19,2012-06-30,Contract,+1-083-794-1392x572,kochelizabeth@yahoo.com,"USS Alexander, FPO AP 10822",Carolynside,Macedonia,Active
EMP2657,Nicole,Williams,HR,Manager,Jill Lewis DVM,Female,1981-04-21,2018-03-19,Part-time,849-957-2559,jbuchanan@johnson.net,"14331 Angela Mount Suite 458, New Jenna, NE 55300",Sallyshire,Somalia,Active
EMP5146,George,Rodriguez,Marketing,Coordinator,David Powell,Female,1980-03-23,2022-11-19,Part-time,001-965-966-4820,ndavis@mcmahon-stewart.com,"243 Amy Fields Suite 799, Drewhaven, NV 80867",Valdezfort,Fiji,Inactive
EMP6846,Sarah,Quinn,Finance,Executive,Gina Smith,Female,1983-09-25,2019-10-12,Full-time,+1-705-992-5062x857,jensensamuel@ortiz.org,"244 Wendy Meadow Suite 765, North Claudia, ID 52192",New Justinstad,Peru,Active
EMP3818,Claudia,Allison,IT,Analyst,Bianca Henson,Male,1979-06-14,2012-02-12,Part-time,001-255-332-1686x6408,baxterdaniel@gmail.com,"05430 Jenkins Circle, Silvafort, NE 39027",Jonesberg,Moldova,Inactive
EMP2839,Steven,Brown,Finance,Manager,James Castro,Male,1974-08-17,2022-02-28,Full-time,257.781.3059x165,epatel@hotmail.com,"2226 Joshua Cove, Vargastown, CA 81168",South Michaelborough,Central African Republic,Inactive
EMP9986,Cory,Zhang,Operations,Manager,David Zimmerman,Male,1998-08-25,2018-07-27,Contract,001-488-893-7950x3843,christinehartman@mata-mckinney.com,"9499 Wanda Street, West Brian, CT 36194",South Richard,Saint Lucia,Inactive
EMP6362,Melissa,Hunter,Operations,Assistant,Michelle Young,Female,1987-08-01,2014-01-26,Contract,(986)406-4953x72087,lmitchell@bass.com,"4521 Christian Parkways, Stephanieshire, MA 66785",North Krystal,Malaysia,Inactive
EMP7011,Lori,Martinez,Marketing,Analyst,Jared Collins,Male,2000-03-22,2018-06-04,Full-time,(738)065-9159x3935,adrienne75@yahoo.com,"88971 Paul Causeway, North Nathan, IL 75559",Bellview,Montenegro,Inactive
EMP4391,Michael,Wade,Finance,Coordinator,Jennifer Logan,Male,1988-12-24,2022-02-27,Part-time,014.419.9179x62824,ngardner@gmail.com,"0085 Nunez Mission, Port Timothymouth, WV 63874",Lake Christopherstad,Tanzania,Inactive
EMP1434,Betty,Knapp,Operations,Analyst,Vanessa Diaz,Male,1988-07-03,2010-06-13,Part-time,109.463.9343x6082,taylor07@bell.net,"Unit 2613 Box 9307, DPO AP 79476",East Tiffany,Mexico,Inactive
EMP8847,Mark,Brock,Finance,Executive,Steven Moore,Female,1997-05-23,2020-04-22,Part-time,117-797-2119x0688,randallmaurice@gmail.com,"348 Sanchez Mountain, Nicholasberg, KY 54223",Port Dylan,Malawi,Active
EMP3741,Sarah,Green,Finance,Assistant,Sally Moore,Female,1992-06-17,2011-01-15,Contract,500-998-1683,hollywhitaker@gmail.com,"69631 Tracy Road Apt. 894, Kingborough, IL 10617",Kellibury,Saint Lucia,Active
EMP3488,Victoria,Brooks,HR,Assistant,John Martin,Male,1985-12-17,2019-09-22,Contract,298.006.1168x81824,oali@contreras-caldwell.com,"4104 Cindy Tunnel, Port Walter, CA 05617",Baileystad,Israel,Inactive
EMP9710,Cory,Rodriguez,Marketing,Assistant,Antonio Green,Female,1983-09-16,2014-04-13,Full-time,(450)696-8633x334,jason15@jones.com,"152 Sarah Meadows Apt. 255, Castilloland, CT 46765",Rowlandburgh,Germany,Active
EMP6790,Kim,King,Marketing,Manager,David Walls,Male,1972-06-21,2015-05-06,Full-time,104.104.6566,potterjulia@cobb.net,"40537 Kayla Villages Apt. 073, North Dan, MA 87891",Jacquelineshire,Estonia,Inactive
EMP4077,Kelly,Garcia,Operations,Manager,Mr. Andrew Roberts,Female,1976-05-20,2019-06-24,Full-time,(690)981-0970x0148,michellerussell@yahoo.com,"7752 Kim Village, Ryanmouth, AL 54301",Hoffmanstad,Brazil,Active
EMP8071,Melissa,Warner,Marketing,Manager,Alvin Cruz MD,Female,1994-10-06,2022-03-31,Contract,456-397-0668,anthony52@hotmail.com,"64120 Kim Extension, Navarrofort, OH 77252",Rosetown,Canada,Inactive
EMP9943,Amanda,Simpson,HR,Assistant,Jeffrey Anderson,Male,1973-07-03,2018-08-22,Full-time,(421)525-8861x43332,julielam@gonzalez.biz,"76863 Charles Groves Suite 222, Annmouth, TX 80503",Fitzgeraldfurt,Bangladesh,Active
EMP3743,Stephen,Duncan,IT,Assistant,William Chambers,Male,1974-11-17,2016-04-22,Full-time,6726559462,josebush@gmail.com,"419 Anthony Ridge, Owensside, MO 18855",Tiffanyfort,San Marino,Active
EMP4696,Brianna,Green,Sales,Manager,Michael Taylor,Female,1990-09-03,2011-05-06,Part-time,+1-718-808-7333x49542,griffinmichael@frost.com,"7913 Anthony Forest Suite 975, Port Leahview, WI 98760",North James,Korea,Active
EMP5765,Adam,Harris,Sales,Coordinator,Johnny Foster,Male,1988-08-17,2016-05-06,Contract,432-085-3756x26471,williampugh@yahoo.com,"PSC 3839, Box 8620, APO AE 83788",Sethhaven,Norway,Active
EMP4410,Victor,Martin,Sales,Assistant,Shannon Wall,Female,1972-01-24,2012-07-28,Full-time,+1-153-957-2824,sjones@gmail.com,"266 Bradley Corners, Lake Courtneyhaven, CT 75074",Lake Christophermouth,Costa Rica,Active
EMP3811,Jeremy,Jensen,Finance,Analyst,Lisa Barnes,Female,1983-05-29,2013-12-14,Contract,+1-303-411-0861x9531,natalie17@smith.biz,"45166 Richard Heights Apt. 976, West Seanton, VA 12873",Paceborough,Bosnia and Herzegovina,Active
EMP9832,Ricky,Davis,IT,Manager,Kim Garza,Female,1996-10-23,2020-08-06,Contract,+1-449-250-4243x14752,thernandez@hotmail.com,"594 Michael Mission, West Linda, MT 53358",Cookberg,Australia,Active
EMP9720,Erica,Brewer,HR,Coordinator,Laura Nguyen,Female,1992-10-08,2021-05-05,Contract,686.553.2927,kristinbuckley@diaz-gibbs.org,"25197 Quinn Parks, Mooreburgh, NE 49280",Jonathanview,Tokelau,Inactive
EMP5132,Zachary,Scott,Marketing,Assistant,Michael Martin,Male,1976-07-03,2014-04-29,Part-time,+1-459-658-8829x246,charlesjimenez@hotmail.com,"2861 Page Lane, Laurastad, WY 10453",Drewhaven,China,Active
EMP8816,Suzanne,Reed,Marketing,Coordinator,Caroline Bradley,Female,1978-06-12,2016-11-15,Part-time,001-900-623-5318x96613,jill62@hotmail.com,"25147 Duncan Walks, Judithfurt, OR 79464",Browntown,Nepal,Active
EMP7564,Jeremiah,Jones,HR,Manager,Jasmine Robinson,Female,1978-09-26,2020-04-24,Full-time,+1-038-366-7674x8837,wedwards@lewis-joseph.com,"8911 Robert Island, South James, WV 61378",Byrdhaven,Netherlands Antilles,Inactive
EMP7530,John,Sellers,HR,Assistant,Lisa Mitchell,Male,1989-06-07,2020-08-14,Full-time,+1-625-489-5018x35164,stevenglover@hotmail.com,"518 Huang Station Suite 145, Flynnburgh, IN 78428",South Danielchester,Ethiopia,Inactive
EMP4106,Daniel,Paul,Sales,Manager,James Morgan,Male,1980-11-07,2017-10-05,Part-time,(005)182-5479x095,samanthapittman@yahoo.com,"166 Holmes Track, Collinston, WY 51653",Robertfort,Christmas Island,Active
EMP2958,Jason,Leonard,Sales,Manager,Edward Allen,Male,1995-06-21,2011-01-12,Full-time,(449)886-6272x05149,kaitlin75@nguyen-brown.com,"227 Eric Forge Apt. 618, West Louishaven, DC 18669",New Jenniferville,Dominican Republic,Inactive
EMP9693,Matthew,Patel,IT,Executive,Michael Taylor,Male,1977-03-06,2016-08-22,Full-time,(452)320-7833,crawfordwilliam@yahoo.com,"069 Tiffany Corners, South Michael, DE 04151",Russellview,Saint Helena,Inactive
EMP2730,Julia,Terry,Finance,Manager,Vanessa Johnson,Female,1979-09-19,2019-03-02,Contract,479-288-3900,erin06@hotmail.com,"203 Kathryn Mill Suite 892, West Richardstad, VT 68325",New Thomasberg,Northern Mariana Islands,Active
EMP9089,Elizabeth,Wilson,Finance,Executive,Latasha Moon,Female,1975-04-28,2013-06-21,Contract,1573970485,uwiley@martin.biz,"PSC 4606, Box 5840, APO AP 26142",North Josephbury,Iran,Active
EMP2587,Jamie,Schroeder,HR,Analyst,Troy Hernandez,Female,1992-04-25,2016-07-16,Full-time,950.231.3148,mark20@yahoo.com,"90657 Mark Well Suite 140, South Megan, SD 80559",North Maryhaven,Colombia,Inactive
EMP7075,Jason,Nguyen,Sales,Coordinator,Angel Sampson,Male,2000-07-24,2020-10-15,Contract,(012)351-1820x63639,tylergentry@hotmail.com,"04518 Julie Highway, Elizabethstad, WA 12696",Justinchester,Netherlands,Active
EMP1286,Joseph,Mitchell,IT,Assistant,Anna Brown,Male,1975-02-13,2016-08-11,Contract,+1-192-442-6476x02818,lmartin@yang.org,"3208 Carmen Shoal Apt. 455, Bradleychester, CT 46708",New Robinville,Macao,Inactive
EMP3644,Jennifer,Bond,Finance,Executive,Laura Hernandez,Female,1978-05-09,2021-06-17,Contract,613-495-8769,hughesann@anderson-simmons.org,"64028 King Stream, West Heather, NV 36223",Wardshire,Estonia,Active
EMP1965,Dawn,Robertson,Finance,Analyst,Amanda Tran,Male,1974-04-26,2010-08-25,Part-time,929-841-6989x1737,josephwilliams@edwards-arroyo.com,"45019 Vicki Center, Vargasfurt, AZ 04336",Michelleville,Heard Island and McDonald Islands,Active
EMP4547,Robert,Dawson,Marketing,Assistant,Susan Kelly,Female,1989-03-18,2022-06-07,Part-time,662-037-9205x02429,rayalicia@edwards.com,"65770 Derek Point Apt. 678, West Debbie, CA 79119",South Carlyport,Malta,Inactive
EMP6642,Alexandra,Thompson,IT,Coordinator,Kari Brooks,Female,1985-02-17,2014-10-03,Part-time,+1-502-732-8062x094,hawkinsnathan@walker-lopez.biz,"8484 Chelsea Shoals Apt. 476, Cordovamouth, NJ 41591",New Nathaniel,Anguilla,Active
EMP6120,Laurie,Rios,Marketing,Analyst,David Cross,Male,1996-02-22,2013-08-21,Part-time,001-602-800-3744,reginabaker@carroll.com,"297 Meagan Throughway Suite 891, South Amymouth, KS 61077",North Kendra,Gambia,Active
EMP7115,Deborah,Golden,Sales,Manager,April Hill,Male,1987-11-28,2018-05-15,Contract,+1-273-919-9233x28226,ashley52@yahoo.com,"66312 Patrick Lakes Apt. 962, East Gabriel, AL 89432",South Marioview,Burkina Faso,Active
EMP8694,Elizabeth,Bell,Marketing,Executive,Evan Cuevas,Female,1982-08-18,2013-08-24,Part-time,378-283-8548,jennifer80@yahoo.com,"765 Matthew Flats Suite 948, Cochranfort, KY 25521",Christinashire,Kiribati,Active
EMP7547,Christopher,Sawyer,IT,Manager,Sara Wyatt,Male,1995-11-02,2010-04-01,Full-time,669-979-4910,savila@yahoo.com,"PSC 5048, Box 4144, APO AA 86588",West John,Gambia,Inactive
EMP2124,Harry,Hensley,IT,Coordinator,Lynn Wells DVM,Female,1993-12-20,2020-02-07,Part-time,497-311-1130,brenda82@long-hammond.com,"27450 Charles Mountains Suite 579, Bradleyville, DC 89243",West Jordanberg,Sao Tome and Principe,Active
EMP4915,Michael,Chen,Sales,Assistant,Andrew Page,Female,1984-01-08,2018-09-20,Part-time,+1-942-981-2741x6867,marccarter@williams.com,"7696 Frank Mills, New Amy, CO 55421",East Heatherhaven,Burundi,Active
EMP2340,Elizabeth,Barnes,HR,Executive,Mr. David Rosales,Male,1985-03-15,2018-11-25,Part-time,026.164.3177,bobjenkins@hotmail.com,"9598 Craig Summit, Savagefort, LA 83614",Ballardview,Gibraltar,Active
EMP7613,Megan,Mccann,Finance,Coordinator,Matthew Mitchell,Male,1987-02-12,2015-09-28,Contract,+1-655-975-8066x44681,michael62@hotmail.com,"763 Ramos Dam, Laurenville, MN 88373",New Christine,Algeria,Active
EMP2259,Rebecca,Sosa,Sales,Executive,Jacqueline Rocha,Male,2000-09-07,2014-04-14,Full-time,9854215773,arosales@yahoo.com,"695 Sarah Drives, Adrianaville, KY 18090",East Kevin,Cameroon,Inactive
EMP3056,Ashley,Yang,Sales,Executive,Tami Galvan,Male,1999-11-01,2014-09-14,Contract,001-528-435-1903x9007,nfisher@gmail.com,"053 Casey Expressway Suite 963, West Joshua, MD 05126",Lake Douglas,Colombia,Active
EMP4449,Amber,Martinez,IT,Executive,Ashlee Smith,Male,1989-04-02,2015-09-22,Part-time,+1-489-227-9790,stonejulie@gmail.com,"28134 Jacqueline Skyway Suite 423, Meadowsmouth, MS 69534",Knighthaven,United Kingdom,Active
EMP4188,James,Flores,Sales,Assistant,Lisa Smith,Male,1987-12-22,2022-10-18,Part-time,794-123-4518x546,jeffreyhull@bird.com,"030 Green Roads, Smithhaven, KY 95127",Andersenburgh,Ghana,Active
EMP2080,Keith,Clayton,Operations,Coordinator,Michael Mitchell,Female,1973-06-01,2020-10-25,Contract,001-590-034-1858,cpatterson@jenkins.org,"USNV Pierce, FPO AP 84060",Baileyton,Guinea,Inactive
EMP9135,Olivia,Harmon,Operations,Assistant,Patrick Ortiz,Male,1977-12-10,2014-10-01,Part-time,(395)958-6166x8796,thomasmichael@yahoo.com,"2344 Kristy Avenue, Wrightborough, MA 30379",Dickersonstad,Bouvet Island (Bouvetoya),Inactive
EMP9644,Gary,Moore,Sales,Assistant,Dustin Ward,Female,1992-03-02,2011-04-12,Full-time,824.271.7758x068,stephanieyang@parker.info,"1486 Gonzalez Island Suite 998, North Virginia, MD 13789",North Annshire,Zimbabwe,Inactive
EMP1018,Samantha,Chan,Marketing,Manager,Angela Bradshaw,Female,1979-06-18,2022-12-01,Full-time,875.966.6732x0643,nguyenjustin@yahoo.com,"749 Waters Lake Apt. 525, Washingtonburgh, MA 09147",Carolburgh,Mongolia,Active
EMP4292,Curtis,Williams,IT,Assistant,Brittany Johnson,Female,1993-07-04,2018-12-30,Part-time,0251267736,egarcia@hotmail.com,"98517 Simmons Forges, South Amyfort, IL 02892",Cabrerachester,Uganda,Inactive
EMP8068,Alexis,Mckenzie,IT,Analyst,Diane Reed,Female,1982-10-03,2013-08-18,Part-time,438.881.6117,heatherlynch@hunt-dougherty.com,"81414 Anthony Walks Suite 501, Willieberg, NH 85760",Morrowfort,Iceland,Inactive
